"","Variable_Name","Search_Term"
"207","BMI","excessive body weight"
"208","BMI","high body mass index"
"209","BMI","overweight"
"210","BMI","corpulence"
"211","BMI","pathological adiposity"
"212","BMI","excessive weight"
"213","BMI","severe overweight"
"214","BMI","extreme overweight"
"215","BMI","clinical obesity"
"216","BMI","severe obesity diagnosis"
"217","BMI","pathological obesity"
"218","BMI","elevated bmi"
"219","BMI","obese"
"220","BMI","severely obese"
"221","BMI","extremely obese"
"222","BMI","overweight condition"
"223","BMI","high bmi"
"224","BMI","excessive weight gain"
"225","BMI","pathological bmi"
"226","BMI","overweight with complications"
"227","BMI","obesity related condition"
"228","BMI","high body fat percentage"
"229","BMI","obesity, severe"
"230","BMI","obesity, moderate"
"231","BMI","obesity, mild"
"232","BMI","overweight, unspecified"
"233","BMI","body mass index over limit"
"234","BMI","body mass index high"
"235","BMI","excess weight"
"236","BMI","obesity due to excess calories"
"237","BMI","specified morbid obesity"
"238","BMI","severe obesity, unspecified"
"239","BMI","bmi over 40"
"240","BMI","extreme obesity with complications"
"241","BMI","obesity, stable"
"242","BMI","severe obesity, stable"
"243","BMI","extreme obesity, stable"
"244","BMI","overweight status, stable"
"245","BMI","high bmi, stable"
"246","BMI","adiposity, stable"
"247","BMI","obesity, uncontrolled"
"248","BMI","severe obesity, uncontrolled"
"249","BMI","extreme obesity, uncontrolled"
"250","BMI","overweight status, uncontrolled"
"251","BMI","high bmi, uncontrolled"
"252","BMI","adiposity, uncontrolled"
"253","BMI","obesity, severe, due to nutritional factors"
"254","BMI","with ventilatory impairment"
"255","BMI","with heart failure"
"256","BMI","overweight, with metabolic syndrome"
"257","BMI","excessive adipose tissue"
"258","BMI","pathological weight gain, adult"
"259","BMI","obesity with complications"
"260","BMI","excessive adiposity"
"261","BMI","severe overweight, unspecified"
"262","BMI","extreme overweight, unspecified"
"263","BMI","body mass index, abnormal high"
"264","BMI","pathological increase in weight"
"265","BMI","obesity, with complications"
"266","BMI","with comorbidities"
"267","BMI","with health risks"
"268","BMI","overweight, with associated conditions"
"269","BMI","high bmi, with medical problems"
"270","BMI","excessive body fat accumulation"
"271","BMI","obesity, drug-induced"
"272","BMI","surgically treated morbid obesity"
"273","BMI","extreme obesity, with respiratory complications"
"274","BMI","overweight, with cardiovascular risk"
"275","BMI","high bmi, with joint pain"
"276","BMI","excessive weight, unspecified"
"277","BMI","obesity related complications"
"278","BMI","excessive weight in adults"
"279","BMI","morbid adiposity"
"280","BMI","severe overweight with associated conditions"
"281","BMI","pathological fat accumulation with comorbidities"
"282","BMI","weight excess"
"283","BMI","body mass index exceeding normal"
"284","BMI","corpulent"
"285","BMI","obese state"
"286","BMI","significantly overweight"
"287","BMI","abnormal weight for height"
"288","BMI","adiposity, unspecified"
"289","BMI","obesity, resolved"
"290","BMI","severe obesity, resolved"
"291","BMI","extreme obesity, resolved"
"292","BMI","overweight status, resolved"
"293","BMI","high bmi, resolved"
"294","BMI","adiposity, resolved"
"295","BP_SYSTOLIC","hypertension"
"296","BP_SYSTOLIC","high blood pressure"
"297","BP_SYSTOLIC","elevated systolic blood pressure"
"298","BP_SYSTOLIC","essential hypertension"
"299","BP_SYSTOLIC","secondary hypertension"
"300","BP_SYSTOLIC","hypertensive heart disease"
"301","BP_SYSTOLIC","hypertensive renal disease"
"302","BP_SYSTOLIC","malignant hypertension"
"303","BP_SYSTOLIC","benign hypertension"
"304","BP_SYSTOLIC","elevated systolic pressure"
"305","BP_SYSTOLIC","arterial hypertension"
"306","BP_SYSTOLIC","sustained high blood pressure"
"307","BP_SYSTOLIC","essential hypertension, malignant"
"308","BP_SYSTOLIC","secondary hypertension, unspecified"
"309","BP_SYSTOLIC","elevated blood pressure readings"
"310","BP_SYSTOLIC","hypertension, systemic"
"311","BP_SYSTOLIC","high systolic blood pressure"
"312","BP_SYSTOLIC","sustained elevation of systolic blood pressure"
"313","BP_SYSTOLIC","hypertensive crisis"
"314","BP_SYSTOLIC","severe hypertension"
"315","BP_SYSTOLIC","mild hypertension"
"316","BP_SYSTOLIC","hypertensive urgency"
"317","BP_SYSTOLIC","hypertensive emergency"
"318","BP_SYSTOLIC","isolated systolic hypertension"
"319","BP_SYSTOLIC","hypertensive disease"
"320","BP_SYSTOLIC","persistent high blood pressure"
"321","BP_SYSTOLIC","elevated systolic reading"
"322","BP_SYSTOLIC","uncontrolled hypertension"
"323","BP_SYSTOLIC","labile hypertension"
"324","BP_SYSTOLIC","white coat hypertension"
"325","BP_SYSTOLIC","resistant hypertension"
"326","BP_SYSTOLIC","hypertension, mild"
"327","BP_SYSTOLIC","hypertension, moderate"
"328","BP_SYSTOLIC","hypertension, severe"
"329","BP_SYSTOLIC","high systolic readings"
"330","BP_SYSTOLIC","isolated systolic hypertension, secondary"
"331","BP_SYSTOLIC","malignant hypertension with renal involvement"
"332","BP_SYSTOLIC","elevated blood pressure"
"333","BP_SYSTOLIC","sustained high pressure"
"334","BP_SYSTOLIC","high systolic blood pressure, unspecified"
"335","BP_SYSTOLIC","essential hypertension, unspecified"
"336","BP_SYSTOLIC","elevated blood pressure reading, unspecified"
"337","BP_SYSTOLIC","high blood pressure, stable"
"338","BP_SYSTOLIC","essential hypertension, stable"
"339","BP_SYSTOLIC","secondary hypertension, stable"
"340","BP_SYSTOLIC","hypertensive heart disease, stable"
"341","BP_SYSTOLIC","elevated systolic blood pressure, stable"
"342","BP_SYSTOLIC","high blood pressure, uncontrolled"
"343","BP_SYSTOLIC","essential hypertension, uncontrolled"
"344","BP_SYSTOLIC","secondary hypertension, uncontrolled"
"345","BP_SYSTOLIC","hypertensive heart disease, uncontrolled"
"346","BP_SYSTOLIC","elevated systolic blood pressure, uncontrolled"
"347","BP_SYSTOLIC","essential hypertension, malignant, with elevated systolic"
"348","BP_SYSTOLIC","secondary hypertension, renal, with high systolic pressure"
"349","BP_SYSTOLIC","isolated systolic hypertension, severe"
"350","BP_SYSTOLIC","hypertensive crisis, systolic component"
"351","BP_SYSTOLIC","sustained elevated systolic blood pressure"
"352","BP_SYSTOLIC","hypertension, malignant"
"353","BP_SYSTOLIC","hypertension, benign"
"354","BP_SYSTOLIC","sustained high systolic"
"355","BP_SYSTOLIC","drug resistant hypertension"
"356","BP_SYSTOLIC","secondary to endocrine disorder hypertension"
"357","BP_SYSTOLIC","high systolic blood pressure, sustained"
"358","BP_SYSTOLIC","elevated blood pressure, severe"
"359","BP_SYSTOLIC","hypertensive emergency, systolic component"
"360","BP_SYSTOLIC","high systolic blood pressure, with organ damage"
"361","BP_SYSTOLIC","essential hypertension, with retinopathy"
"362","BP_SYSTOLIC","secondary hypertension, with renal failure"
"363","BP_SYSTOLIC","elevated systolic pressure, severe"
"364","BP_SYSTOLIC","pulmonary hypertension"
"365","BP_SYSTOLIC","secondary to adrenal disorder hypertension"
"366","BP_SYSTOLIC","high systolic blood pressure, labile"
"367","BP_SYSTOLIC","elevated blood pressure, situational"
"368","BP_SYSTOLIC","essential hypertension, borderline"
"369","BP_SYSTOLIC","renovascular secondary hypertension"
"370","BP_SYSTOLIC","high systolic blood pressure, controlled"
"371","BP_SYSTOLIC","essential hypertension, controlled"
"372","BP_SYSTOLIC","secondary hypertension, controlled"
"373","BP_SYSTOLIC","elevated blood pressure, managed"
"374","BP_SYSTOLIC","treated systolic hypertension"
"375","BP_SYSTOLIC","systolic blood pressure high"
"376","BP_SYSTOLIC","hypertensive condition"
"377","BP_SYSTOLIC","arterial hypertension, severe"
"378","BP_SYSTOLIC","high pressure, systolic"
"379","BP_SYSTOLIC","sustained elevated systolic"
"380","BP_SYSTOLIC","blood pressure high"
"381","BP_SYSTOLIC","high blood pressure, normalized"
"382","BP_SYSTOLIC","essential hypertension, resolved"
"383","BP_SYSTOLIC","secondary hypertension, resolved"
"384","BP_SYSTOLIC","hypertensive heart disease, resolved"
"385","BP_SYSTOLIC","elevated systolic blood pressure, resolved"
"386","BP_DIASTOLIC","hypertension"
"387","BP_DIASTOLIC","high blood pressure"
"388","BP_DIASTOLIC","elevated diastolic blood pressure"
"389","BP_DIASTOLIC","essential hypertension"
"390","BP_DIASTOLIC","secondary hypertension"
"391","BP_DIASTOLIC","hypertensive heart disease"
"392","BP_DIASTOLIC","hypertensive renal disease"
"393","BP_DIASTOLIC","malignant hypertension"
"394","BP_DIASTOLIC","benign hypertension"
"395","BP_DIASTOLIC","elevated diastolic pressure"
"396","BP_DIASTOLIC","arterial hypertension"
"397","BP_DIASTOLIC","sustained high blood pressure"
"398","BP_DIASTOLIC","essential hypertension, malignant"
"399","BP_DIASTOLIC","secondary hypertension, unspecified"
"400","BP_DIASTOLIC","elevated blood pressure readings"
"401","BP_DIASTOLIC","hypertension, systemic"
"402","BP_DIASTOLIC","high diastolic blood pressure"
"403","BP_DIASTOLIC","sustained elevation of diastolic blood pressure"
"404","BP_DIASTOLIC","hypertensive crisis"
"405","BP_DIASTOLIC","severe hypertension"
"406","BP_DIASTOLIC","mild hypertension"
"407","BP_DIASTOLIC","hypertensive urgency"
"408","BP_DIASTOLIC","hypertensive emergency"
"409","BP_DIASTOLIC","isolated diastolic hypertension"
"410","BP_DIASTOLIC","hypertensive disease"
"411","BP_DIASTOLIC","persistent high blood pressure"
"412","BP_DIASTOLIC","elevated diastolic reading"
"413","BP_DIASTOLIC","uncontrolled hypertension"
"414","BP_DIASTOLIC","labile hypertension"
"415","BP_DIASTOLIC","white coat hypertension"
"416","BP_DIASTOLIC","resistant hypertension"
"417","BP_DIASTOLIC","hypertension, mild"
"418","BP_DIASTOLIC","hypertension, moderate"
"419","BP_DIASTOLIC","hypertension, severe"
"420","BP_DIASTOLIC","high diastolic readings"
"421","BP_DIASTOLIC","isolated diastolic hypertension, secondary"
"422","BP_DIASTOLIC","malignant hypertension with renal involvement"
"423","BP_DIASTOLIC","elevated blood pressure"
"424","BP_DIASTOLIC","sustained high pressure"
"425","BP_DIASTOLIC","high diastolic blood pressure, unspecified"
"426","BP_DIASTOLIC","essential hypertension, unspecified"
"427","BP_DIASTOLIC","elevated blood pressure reading, unspecified"
"428","BP_DIASTOLIC","high blood pressure, stable"
"429","BP_DIASTOLIC","essential hypertension, stable"
"430","BP_DIASTOLIC","secondary hypertension, stable"
"431","BP_DIASTOLIC","hypertensive heart disease, stable"
"432","BP_DIASTOLIC","elevated diastolic blood pressure, stable"
"433","BP_DIASTOLIC","high blood pressure, uncontrolled"
"434","BP_DIASTOLIC","essential hypertension, uncontrolled"
"435","BP_DIASTOLIC","secondary hypertension, uncontrolled"
"436","BP_DIASTOLIC","hypertensive heart disease, uncontrolled"
"437","BP_DIASTOLIC","elevated diastolic blood pressure, uncontrolled"
"438","BP_DIASTOLIC","essential hypertension, malignant, with elevated diastolic"
"439","BP_DIASTOLIC","secondary hypertension, renal, with high diastolic pressure"
"440","BP_DIASTOLIC","isolated diastolic hypertension, severe"
"441","BP_DIASTOLIC","hypertensive crisis, diastolic component"
"442","BP_DIASTOLIC","sustained elevated diastolic blood pressure"
"443","BP_DIASTOLIC","hypertension, malignant"
"444","BP_DIASTOLIC","hypertension, benign"
"445","BP_DIASTOLIC","sustained high diastolic"
"446","BP_DIASTOLIC","drug resistant hypertension"
"447","BP_DIASTOLIC","secondary to endocrine disorder hypertension"
"448","BP_DIASTOLIC","high diastolic blood pressure, sustained"
"449","BP_DIASTOLIC","elevated blood pressure, severe"
"450","BP_DIASTOLIC","hypertensive emergency, diastolic component"
"451","BP_DIASTOLIC","high diastolic blood pressure, with organ damage"
"452","BP_DIASTOLIC","essential hypertension, with retinopathy"
"453","BP_DIASTOLIC","secondary hypertension, with renal failure"
"454","BP_DIASTOLIC","elevated diastolic pressure, severe"
"455","BP_DIASTOLIC","pulmonary hypertension"
"456","BP_DIASTOLIC","secondary to adrenal disorder hypertension"
"457","BP_DIASTOLIC","high diastolic blood pressure, labile"
"458","BP_DIASTOLIC","elevated blood pressure, situational"
"459","BP_DIASTOLIC","essential hypertension, borderline"
"460","BP_DIASTOLIC","renovascular secondary hypertension"
"461","BP_DIASTOLIC","high diastolic blood pressure, controlled"
"462","BP_DIASTOLIC","essential hypertension, controlled"
"463","BP_DIASTOLIC","secondary hypertension, controlled"
"464","BP_DIASTOLIC","elevated blood pressure, managed"
"465","BP_DIASTOLIC","treated diastolic hypertension"
"466","BP_DIASTOLIC","diastolic blood pressure high"
"467","BP_DIASTOLIC","hypertensive condition"
"468","BP_DIASTOLIC","arterial hypertension, severe"
"469","BP_DIASTOLIC","high pressure, diastolic"
"470","BP_DIASTOLIC","sustained elevated diastolic"
"471","BP_DIASTOLIC","blood pressure high"
"472","BP_DIASTOLIC","high blood pressure, normalized"
"473","BP_DIASTOLIC","essential hypertension, resolved"
"474","BP_DIASTOLIC","secondary hypertension, resolved"
"475","BP_DIASTOLIC","hypertensive heart disease, resolved"
"476","BP_DIASTOLIC","elevated diastolic blood pressure, resolved"
"477","CHOL","hypercholesterolemia"
"478","CHOL","high cholesterol"
"479","CHOL","elevated cholesterol levels"
"480","CHOL","dyslipidemia"
"481","CHOL","hyperlipidemia"
"482","CHOL","high low density lipoprotein"
"483","CHOL","elevated ldl"
"484","CHOL","high total lipids"
"485","CHOL","high total cholesterol"
"486","CHOL","elevated lipids"
"487","CHOL","hyperlipidemic state"
"488","CHOL","dyslipidemia, primary"
"489","CHOL","dyslipidemia, secondary"
"490","CHOL","high bad cholesterol"
"491","CHOL","hypercholesterolemia, primary"
"492","CHOL","hypercholesterolemia, secondary"
"493","CHOL","high blood cholesterol"
"494","CHOL","lipid disorder"
"495","CHOL","elevated very low density lipoprotein"
"496","CHOL","high high density lipoprotein"
"497","CHOL","high ldl cholesterol"
"498","CHOL","hyperbetalipoproteinemia"
"499","CHOL","high serum cholesterol"
"500","CHOL","elevated blood lipids"
"501","CHOL","lipid metabolic disorder"
"502","CHOL","primary dyslipidemia"
"503","CHOL","secondary dyslipidemia"
"504","CHOL","familial hyperlipidemia"
"505","CHOL","non-familial hypercholesterolemia"
"506","CHOL","high cholesterol levels"
"507","CHOL","hypercholesterolemia, familial"
"508","CHOL","hypercholesterolemia, non-familial"
"509","CHOL","dyslipoproteinemia"
"510","CHOL","elevated low density lipoprotein cholesterol"
"511","CHOL","elevated total cholesterol"
"512","CHOL","elevated cholesterol"
"513","CHOL","high ldl"
"514","CHOL","elevated total lipids"
"515","CHOL","elevated cholesterol, unspecified"
"516","CHOL","dyslipidemia, unspecified"
"517","CHOL","high ldl cholesterol, unspecified"
"518","CHOL","familial hypercholesterolemia, unspecified"
"519","CHOL","high cholesterol, stable"
"520","CHOL","elevated cholesterol levels, stable"
"521","CHOL","dyslipidemia, stable"
"522","CHOL","hyperlipidemia, stable"
"523","CHOL","high ldl, stable"
"524","CHOL","elevated total lipids, stable"
"525","CHOL","high cholesterol, uncontrolled"
"526","CHOL","elevated cholesterol levels, uncontrolled"
"527","CHOL","dyslipidemia, uncontrolled"
"528","CHOL","hyperlipidemia, uncontrolled"
"529","CHOL","high ldl, uncontrolled"
"530","CHOL","elevated total lipids, uncontrolled"
"531","CHOL","dietary hypercholesterolemia"
"532","CHOL","drug-induced hypercholesterolemia"
"533","CHOL","primary hypercholesterolemia, familial type iia"
"534","CHOL","secondary hypercholesterolemia, associated with hypothyroidism"
"535","CHOL","elevated total cholesterol, unspecified cause"
"536","CHOL","dyslipidemia, mixed"
"537","CHOL","elevated ldl cholesterol"
"538","CHOL","total cholesterol elevated"
"539","CHOL","mixed hypercholesterolemia"
"540","CHOL","elevated very low density lipoprotein cholesterol"
"541","CHOL","high total cholesterol, unspecified"
"542","CHOL","dyslipidemia, acquired"
"543","CHOL","hyperlipoproteinemia"
"544","CHOL","high cholesterol, with complications"
"545","CHOL","with cardiovascular disease"
"546","CHOL","elevated ldl, with atherosclerosis"
"547","CHOL","dyslipidemia, with metabolic syndrome"
"548","CHOL","hyperlipidemia, with pancreatitis"
"549","CHOL","elevated cholesterol, dietary"
"550","CHOL","high ldl, genetic"
"551","CHOL","dyslipidemia, mixed type"
"552","CHOL","hyperlipidemia, acquired"
"553","CHOL","total cholesterol, elevated"
"554","CHOL","high cholesterol levels, medically significant"
"555","CHOL","treated hypercholesterolemia"
"556","CHOL","treated elevated ldl"
"557","CHOL","controlled dyslipidemia"
"558","CHOL","managed hyperlipidemia"
"559","CHOL","total cholesterol, high but managed"
"560","CHOL","cholesterol high"
"561","CHOL","elevated lipid profile"
"562","CHOL","congenital hyperlipidemia"
"563","CHOL","acquired hypercholesterolemia"
"564","CHOL","elevated lipoproteins"
"565","CHOL","blood cholesterol high"
"566","CHOL","high cholesterol, normalized"
"567","CHOL","elevated cholesterol levels, resolved"
"568","CHOL","dyslipidemia, resolved"
"569","CHOL","hyperlipidemia, resolved"
"570","CHOL","high ldl, normalized"
"571","CHOL","elevated total lipids, resolved"
"572","CREAT_C","renal failure"
"573","CREAT_C","renal insufficiency"
"574","CREAT_C","acute kidney injury"
"575","CREAT_C","chronic renal failure"
"576","CREAT_C","end stage renal disease"
"577","CREAT_C","kidney failure"
"578","CREAT_C","impaired renal function"
"579","CREAT_C","decreased creatinine clearance"
"580","CREAT_C","uremia"
"581","CREAT_C","nephropathy"
"582","CREAT_C","kidney dysfunction"
"583","CREAT_C","impaired creatinine clearance"
"584","CREAT_C","end stage kidney disease"
"585","CREAT_C","progressive kidney disease"
"586","CREAT_C","uremic syndrome"
"587","CREAT_C","kidney insufficiency"
"588","CREAT_C","chronic kidney disease stage 1"
"589","CREAT_C","chronic kidney disease stage 2"
"590","CREAT_C","chronic kidney disease stage 3"
"591","CREAT_C","chronic kidney disease stage 4"
"592","CREAT_C","chronic kidney disease stage 5"
"593","CREAT_C","renal dysfunction"
"594","CREAT_C","kidney impairment"
"595","CREAT_C","chronic renal insufficiency"
"596","CREAT_C","acute renal insufficiency"
"597","CREAT_C","decreased gfr"
"598","CREAT_C","end-stage renal failure"
"599","CREAT_C","kidney failure, chronic"
"600","CREAT_C","kidney failure, acute"
"601","CREAT_C","renal impairment"
"602","CREAT_C","decreased kidney function"
"603","CREAT_C","low creatinine clearance"
"604","CREAT_C","progressive kidney dysfunction"
"605","CREAT_C","renal failure, chronic, stage 1"
"606","CREAT_C","renal failure, chronic, stage 2"
"607","CREAT_C","renal failure, chronic, stage 3"
"608","CREAT_C","renal failure, chronic, stage 4"
"609","CREAT_C","renal failure, chronic, stage 5"
"610","CREAT_C","acute tubular necrosis"
"611","CREAT_C","end stage kidney failure"
"612","CREAT_C","impaired gfr"
"613","CREAT_C","chronic kidney disease, unspecified stage"
"614","CREAT_C","renal insufficiency, unspecified"
"615","CREAT_C","decreased creatinine clearance, unspecified"
"616","CREAT_C","end stage renal disease, unspecified"
"617","CREAT_C","renal failure, stable"
"618","CREAT_C","kidney failure, stable"
"619","CREAT_C","chronic kidney disease, stable"
"620","CREAT_C","end stage renal disease, stable"
"621","CREAT_C","renal insufficiency, stable"
"622","CREAT_C","impaired renal function, stable"
"623","CREAT_C","renal failure, uncontrolled"
"624","CREAT_C","kidney failure, uncontrolled"
"625","CREAT_C","chronic kidney disease, uncontrolled"
"626","CREAT_C","end stage renal disease, uncontrolled"
"627","CREAT_C","renal insufficiency, uncontrolled"
"628","CREAT_C","impaired renal function, uncontrolled"
"629","CREAT_C","chronic kidney disease, stage 3, with decreased creatinine clearance"
"630","CREAT_C","intrinsic acute kidney injury"
"631","CREAT_C","severe renal insufficiency"
"632","CREAT_C","end stage renal disease, requiring dialysis"
"633","CREAT_C","impaired glomerular filtration rate"
"634","CREAT_C","progressive chronic renal failure"
"635","CREAT_C","kidney failure, end stage"
"636","CREAT_C","chronic kidney disease, severe"
"637","CREAT_C","acute kidney injury, severe"
"638","CREAT_C","renal insufficiency, chronic progressive"
"639","CREAT_C","decreased creatinine clearance, significant"
"640","CREAT_C","uremia due to renal failure"
"641","CREAT_C","chronic kidney disease, with complications"
"642","CREAT_C","renal insufficiency, with electrolyte imbalance"
"643","CREAT_C","low creatinine clearance, with uremic symptoms"
"644","CREAT_C","end stage renal disease, with complications"
