"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_context"
"A1C","E083292","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083293","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083299","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083311","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083312","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083313","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083319","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083391","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083392","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083393","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083399","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083411","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083412","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083413","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083419","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083491","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083492","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083493","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083499","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083511","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083512","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083513","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083519","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E083521","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES"
"A1C","E083522","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES"
"A1C","E083523","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES"
"A1C","E083529","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES"
"A1C","E083531","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES"
"A1C","E083532","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES"
"A1C","E083533","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES"
"A1C","E083539","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES"
"A1C","E083541","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES"
"A1C","E083542","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES"
"A1C","E083543","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES"
"A1C","E083549","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, UNSPECIFIED EYE","DIABETES"
"A1C","E083551","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, RIGHT EYE","DIABETES"
"A1C","E083552","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, LEFT EYE","DIABETES"
"A1C","E083553","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, BILATERAL","DIABETES"
"A1C","E083559","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, UNSPECIFIED EYE","DIABETES"
"A1C","E083591","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E083592","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E083593","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E083599","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E0836","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC CATARACT","DIABETES"
"A1C","E0837X1","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, RIGHT EYE","DIABETES"
"A1C","E0837X2","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, LEFT EYE","DIABETES"
"A1C","E0837X3","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, BILATERAL","DIABETES"
"A1C","E0837X9","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, UNSPECIFIED EYE","DIABETES"
"A1C","E0839","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER DIABETIC OPHTHALMIC COMPLICATION","DIABETES"
"A1C","E0840","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC NEUROPATHY, UNSPECIFIED","DIABETES"
"A1C","E0841","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC MONONEUROPATHY","DIABETES"
"A1C","E0842","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC POLYNEUROPATHY","DIABETES"
"A1C","E0843","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC AUTONOMIC (POLY)NEUROPATHY","DIABETES"
"A1C","E0844","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC AMYOTROPHY","DIABETES"
"A1C","E0849","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER DIABETIC NEUROLOGICAL COMPLICATION","DIABETES"
"A1C","E0851","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC PERIPHERAL ANGIOPATHY WITHOUT GANGRENE","DIABETES"
"A1C","E0852","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC PERIPHERAL ANGIOPATHY WITH GANGRENE","DIABETES"
"A1C","E0859","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER CIRCULATORY COMPLICATIONS","DIABETES"
"A1C","E08610","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC NEUROPATHIC ARTHROPATHY","DIABETES"
"A1C","E08618","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER DIABETIC ARTHROPATHY","DIABETES"
"A1C","E08620","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC DERMATITIS","DIABETES"
"A1C","E08621","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH FOOT ULCER","DIABETES"
"A1C","E08622","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER SKIN ULCER","DIABETES"
"A1C","E08628","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER SKIN COMPLICATIONS","DIABETES"
"A1C","E08630","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PERIODONTAL DISEASE","DIABETES"
"A1C","E08638","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER ORAL COMPLICATIONS","DIABETES"
"A1C","E08641","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH HYPOGLYCEMIA WITH COMA","DIABETES"
"A1C","E08649","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH HYPOGLYCEMIA WITHOUT COMA","DIABETES"
"A1C","E0865","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH HYPERGLYCEMIA","DIABETES; HYPERGLYCEMIA"
"A1C","E0869","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH OTHER SPECIFIED COMPLICATION","DIABETES"
"A1C","E088","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH UNSPECIFIED COMPLICATIONS","DIABETES"
"A1C","E089","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITHOUT COMPLICATIONS","DIABETES"
"A1C","E0900","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPEROSMOLARITY WITHOUT NONKETOTIC HYPERGLYCEMIC-HYPEROSMOLAR COMA (NKHHC)","DIABETES"
"A1C","E0901","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPEROSMOLARITY WITH COMA","DIABETES"
"A1C","E0910","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH KETOACIDOSIS WITHOUT COMA","DIABETES"
"A1C","E0911","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH KETOACIDOSIS WITH COMA","DIABETES"
"A1C","E0921","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","DIABETES"
"A1C","E0922","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC CHRONIC KIDNEY DISEASE","DIABETES"
"A1C","E0929","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER DIABETIC KIDNEY COMPLICATION","DIABETES"
"A1C","E09311","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITH MACULAR EDEMA","DIABETES"
"A1C","E09319","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA","DIABETES"
"A1C","E093211","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093212","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093213","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093219","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093291","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093292","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093293","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093299","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093311","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093312","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093313","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093319","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093391","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093392","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093393","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093399","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093411","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093412","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093413","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093419","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093491","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093492","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093493","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093499","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093511","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093512","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093513","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093519","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E093521","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES"
"A1C","E093522","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES"
"A1C","E093523","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES"
"A1C","E093529","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES"
"A1C","E093531","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES"
"A1C","E093532","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES"
"A1C","E093533","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES"
"A1C","E093539","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES"
"A1C","E093541","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES"
"A1C","E093542","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES"
"A1C","E093543","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES"
"A1C","E093549","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, UNSPECIFIED EYE","DIABETES"
"A1C","E093551","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, RIGHT EYE","DIABETES"
"A1C","E093552","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, LEFT EYE","DIABETES"
"A1C","E093553","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, BILATERAL","DIABETES"
"A1C","E093559","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, UNSPECIFIED EYE","DIABETES"
"A1C","E093591","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES"
"A1C","E093592","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES"
"A1C","E093593","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES"
"A1C","E093599","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES"
"A1C","E0936","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC CATARACT","DIABETES"
"A1C","E0937X1","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, RIGHT EYE","DIABETES"
"A1C","E0937X2","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, LEFT EYE","DIABETES"
"A1C","E0937X3","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, BILATERAL","DIABETES"
