"","Variable_Name","Search_Term"
"152","BP_DIASTOLIC","hypertensive kidney disease"
"153","BP_DIASTOLIC","systemic hypertension"
"154","BP_DIASTOLIC","high diastolic blood pressure"
"155","BP_DIASTOLIC","elevated diastolic blood pressure"
"156","BP_DIASTOLIC","increased diastolic blood pressure"
"157","BP_DIASTOLIC","accelerated hypertension"
"158","BP_DIASTOLIC","diastolic hypertension"
"159","BP_DIASTOLIC","hypertensive disease"
"160","BP_DIASTOLIC","increased blood pressure"
"161","BP_DIASTOLIC","hypertensive encephalopathy"
"162","BP_DIASTOLIC","labile hypertension"
"163","BP_DIASTOLIC","blood pressure high"
"164","BP_DIASTOLIC","pressor response"
"165","BP_DIASTOLIC","hypertensive urgency"
"166","BP_DIASTOLIC","hypertensive emergency"
"167","BP_DIASTOLIC","uncontrolled hypertension"
"168","BP_DIASTOLIC","hypertensive retinopathy"
"169","CHOL","hypercholesterolemia"
"170","CHOL","high cholesterol"
"171","CHOL","dyslipidemia"
"172","CHOL","atherosclerosis"
"173","CHOL","coronary artery disease"
"174","CHOL","cardiovascular disease"
"175","CHOL","lipid disorder"
"176","CHOL","hyperlipidemia"
"177","CHOL","elevated lipids"
"178","CHOL","familial hypercholesterolemia"
"179","CHOL","mixed hyperlipidemia"
"180","CHOL","cerebrovascular disease"
"181","CHOL","peripheral artery disease"
"182","CHOL","elevated cholesterol"
"183","CHOL","high total cholesterol"
"184","CHOL","elevated total cholesterol"
"185","CHOL","increased total cholesterol"
"186","CHOL","cardiovascular risk factors"
"187","CHOL","elevated blood lipids"
"188","CHOL","pure hypercholesterolemia"
"189","CHOL","atherosclerotic cardiovascular disease"
"190","CHOL","ischemic heart disease"
"191","CHOL","cholesterol elevation"
"192","CHOL","increased cholesterol"
"193","CHOL","arterial plaque"
"194","CHOL","high low density lipoprotein"
"195","CHOL","high ldl"
"196","CHOL","cardiovascular disease risk"
"197","CREAT_C","kidney failure"
"198","CREAT_C","renal failure"
"199","CREAT_C","chronic kidney disease"
"200","CREAT_C","end stage renal disease"
"201","CREAT_C","glomerulonephritis"
"202","CREAT_C","renal insufficiency"
"203","CREAT_C","uremia"
"204","CREAT_C","acute kidney injury"
"205","CREAT_C","kidney disease"
"206","CREAT_C","glomerular disease"
"207","CREAT_C","nephropathy"
"208","CREAT_C","kidney dysfunction"
"209","CREAT_C","acute kidney failure"
"210","CREAT_C","impaired renal function"
"211","CREAT_C","renal impairment"
"212","CREAT_C","azotaemia"
"213","CREAT_C","decreased glomerular filtration rate"
"214","CREAT_C","reduced kidney function"
"215","CREAT_C","oliguria"
"216","CREAT_C","anuria"
"217","CREAT_C","end-stage renal disease"
"218","CREAT_C","nephritis"
"219","CREAT_C","decreased kidney function"
"220","CREAT_C","electrolyte imbalance due to kidney disease"
"221","CREAT_C","azotemia"
"222","CREAT_C","reduced glomerular filtration rate"
"223","CREAT_C","glomerular filtration rate decreased"
"224","CREAT_C","impaired kidney function"
"225","CREAT_C","low creatinine clearance"
"226","CREAT_C","decreased creatinine clearance"
"227","CREAT_C","reduced creatinine clearance"
"228","CREAT_C","insufficient renal function"
"229","CREAT_C","low glomerular filtration rate"
"230","CREAT_C","impaired glomerular filtration rate"
"231","CREAT_C","kidney insufficiency"
"232","CREAT_C","kidney damage"
"233","CREAT_C","decreased glomerular filtration"
"234","CREAT_C","renal dysfunction"
"235","CREAT_C","diabetic nephropathy"
"236","CREAT_C","hypertensive nephropathy"
"237","CREAT_C","polycystic kidney disease"
"238","CREAT_C","nephrotic syndrome"
"239","CREAT_C","decreased renal function"
"240","CREAT_C","renal insufficiency chronic"
"241","CREAT_C","renal disease"
"242","CREAT_C","renal insufficiency acute"
"243","CREAT_C","renal insufficiency unspecified"
"244","CREAT_C","renal tubular necrosis"
"245","CREAT_C","pyelonephritis"
"246","CREAT_C","high creatinine"
"247","CREAT_C","creatinine elevation"
"248","CREAT_C","gfr reduction"
"249","CRP","inflammation"
"250","CRP","systemic inflammation"
"251","CRP","infection"
"252","CRP","sepsis"
"253","CRP","autoimmune disease"
"254","CRP","rheumatoid arthritis"
"255","CRP","lupus erythematosus"
"256","CRP","inflammatory bowel disease"
"257","CRP","atherosclerosis"
"258","CRP","cardiovascular inflammation"
"259","CRP","acute inflammatory response"
"260","CRP","chronic inflammatory disease"
"261","CRP","arthritis"
"262","CRP","lupus"
"263","CRP","vasculitis"
"264","CRP","appendicitis"
"265","CRP","pneumonia"
"266","CRP","myocardial infarction"
"267","CRP","chronic inflammation"
"268","CRP","tissue damage"
"269","CRP","malignancy"
"270","CRP","elevated inflammatory markers"
"271","CRP","increased c-reactive protein"
"272","CRP","systemic inflammatory response syndrome"
"273","CRP","acute inflammation"
"274","CRP","cardiovascular disease"
"275","CRP","acute phase reaction"
"276","CRP","high c-reactive protein"
"277","CRP","elevated c-reactive protein"
"278","CRP","inflammatory marker elevated"
"279","CRP","high crp"
"280","CRP","elevated crp"
"281","CRP","infectious disease"
"282","CRP","elevated c reactive protein"
"283","CRP","high c reactive protein"
"284","CRP","bacterial infection"
"285","CRP","viral infection"
"286","CRP","fungal infection"
"287","CRP","osteomyelitis"
"288","CRP","meningitis"
"289","CRP","diverticulitis"
"290","CRP","pancreatitis"
"291","CRP","cholecystitis"
"292","CRP","fever of unknown origin"
"293","CRP","parasitic infection"
"294","CRP","injury"
"295","CRP","trauma"
"296","CRP","neoplasm"
"297","CRP","bronchitis"
"298","CRP","endocarditis"
"299","CRP","cellulitis"
"300","CRP","vascular inflammation"
"301","CRP","inflammatory condition"
"302","CRP","inflammatory response"
"303","CRP","acute phase reactant"
"304","CRP","crohn's disease"
"305","CRP","ulcerative colitis"
"306","CRP","pericarditis"
"307","CRP","myocarditis"
"308","CRP","colitis"
"309","CRP","pyelonephritis"
"310","CRP","abscess"
"311","CRP","glomerulonephritis"
"312","CRP","inflammatory process"
"313","CRP","chronic inflammatory condition"
"314","CRP","stroke"
"315","CRP","cancer"
"316","CRP","surgery"
"317","CRP","acute pancreatitis"
"318","CRP","post surgical inflammation"
"319","HCST","hyperhomocysteinemia"
"320","HCST","elevated homocysteine"
"321","HCST","cardiovascular risk"
"322","HCST","thrombophilia"
"323","HCST","vitamin b12 deficiency"
"324","HCST","folate deficiency"
"325","HCST","atherosclerosis"
"326","HCST","stroke risk"
"327","HCST","heart disease risk"
"328","HCST","high homocysteine"
"329","HCST","vitamin b deficiency"
"330","HCST","vascular disease"
"331","HCST","thrombosis"
"332","HCST","folic acid deficiency"
"333","HCST","cardiovascular disease risk"
"334","HCST","neural tube defects"
"335","HCST","cobalamin deficiency"
"336","HCST","impaired homocysteine metabolism"
"337","HCST","stroke"
"338","HCST","myocardial infarction"
"339","HCST","homocystinuria"
"340","HCST","vitamin b6 deficiency"
"341","HCST","genetic predisposition to high homocysteine"
"342","HCST","atherothrombosis"
"343","HCST","nutritional deficiency"
"344","HCST","thrombosis risk"
"345","HCST","increased homocysteine"
"346","HCST","high plasma homocysteine"
"347","HCST","elevated plasma homocysteine"
"348","HCST","vascular disease risk"
"349","HCST","renal failure"
"350","HCST","cardiovascular disease risk factor"
"351","HCST","mthfr gene mutation"
"352","HCST","atherothrombotic disease"
"353","HCST","venous thromboembolism"
"354","HCST","atherosclerosis risk"
"355","HCST","cerebrovascular disease risk"
"356","HCST","coronary heart disease risk"
"357","HCST","peripheral arterial disease risk"
"358","HCST","neural tube defects risk"
"359","HCST","megaloblastic anemia"
"360","HCST","peripheral vascular disease"
"361","HCST","cardiovascular disease"
"362","HCST","cerebrovascular disease"
"363","HCST","kidney disease"
"364","HCST","renal impairment"
"365","HCST","metabolic disorder of methionine"
"366","HCST","impaired methylation"
"367","HCST","homocysteine elevation"
"368","HCST","cognitive impairment"
"369","HCST","vitamin b twelve deficiency"
"370","HCST","recurrent pregnancy loss"
"371","TRIG","hypertriglyceridemia"
"372","TRIG","high triglycerides"
"373","TRIG","dyslipidemia"
"374","TRIG","lipid disorder"
"375","TRIG","atherosclerosis"
"376","TRIG","pancreatitis"
"377","TRIG","hyperlipidemia"
"378","TRIG","elevated lipids"
"379","TRIG","familial hypertriglyceridemia"
"380","TRIG","mixed hyperlipidemia"
"381","TRIG","metabolic syndrome"
"382","TRIG","coronary artery disease"
"383","TRIG","cardiovascular disease"
"384","TRIG","elevated triglycerides"
"385","TRIG","increased triglycerides"
"386","TRIG","high triglyceride"
"387","TRIG","elevated triglyceride"
"388","TRIG","pancreatitis due to hypertriglyceridemia"
"389","TRIG","triglyceride elevation"
"390","TRIG","atherosclerotic cardiovascular disease"
"391","TRIG","ischemic heart disease"
"392","TRIG","high very low density lipoprotein"
"393","TRIG","high vldl"
